@relation accelerometer_features

@attribute fft_coef_0000 numeric
@attribute fft_coef_0001 numeric
@attribute fft_coef_0002 numeric
@attribute fft_coef_0003 numeric
@attribute fft_coef_0004 numeric
@attribute fft_coef_0005 numeric
@attribute fft_coef_0006 numeric
@attribute fft_coef_0007 numeric
@attribute fft_coef_0008 numeric
@attribute fft_coef_0009 numeric
@attribute fft_coef_0010 numeric
@attribute fft_coef_0011 numeric
@attribute fft_coef_0012 numeric
@attribute fft_coef_0013 numeric
@attribute fft_coef_0014 numeric
@attribute fft_coef_0015 numeric
@attribute fft_coef_0016 numeric
@attribute fft_coef_0017 numeric
@attribute fft_coef_0018 numeric
@attribute fft_coef_0019 numeric
@attribute fft_coef_0020 numeric
@attribute fft_coef_0021 numeric
@attribute fft_coef_0022 numeric
@attribute fft_coef_0023 numeric
@attribute fft_coef_0024 numeric
@attribute fft_coef_0025 numeric
@attribute fft_coef_0026 numeric
@attribute fft_coef_0027 numeric
@attribute fft_coef_0028 numeric
@attribute fft_coef_0029 numeric
@attribute fft_coef_0030 numeric
@attribute fft_coef_0031 numeric
@attribute fft_coef_0032 numeric
@attribute fft_coef_0033 numeric
@attribute fft_coef_0034 numeric
@attribute fft_coef_0035 numeric
@attribute fft_coef_0036 numeric
@attribute fft_coef_0037 numeric
@attribute fft_coef_0038 numeric
@attribute fft_coef_0039 numeric
@attribute fft_coef_0040 numeric
@attribute fft_coef_0041 numeric
@attribute fft_coef_0042 numeric
@attribute fft_coef_0043 numeric
@attribute fft_coef_0044 numeric
@attribute fft_coef_0045 numeric
@attribute fft_coef_0046 numeric
@attribute fft_coef_0047 numeric
@attribute fft_coef_0048 numeric
@attribute fft_coef_0049 numeric
@attribute fft_coef_0050 numeric
@attribute fft_coef_0051 numeric
@attribute fft_coef_0052 numeric
@attribute fft_coef_0053 numeric
@attribute fft_coef_0054 numeric
@attribute fft_coef_0055 numeric
@attribute fft_coef_0056 numeric
@attribute fft_coef_0057 numeric
@attribute fft_coef_0058 numeric
@attribute fft_coef_0059 numeric
@attribute fft_coef_0060 numeric
@attribute fft_coef_0061 numeric
@attribute fft_coef_0062 numeric
@attribute fft_coef_0063 numeric
@attribute max numeric
@attribute label {standing,walking,running,others}

@data
5.215384,0.583402,0.765948,0.469551,0.377913,0.314346,0.132678,0.185576,0.428424,0.674269,0.405569,0.408602,0.195536,0.24661,0.149322,0.130092,0.140668,0.132633,0.240217,0.070403,0.090854,0.12582,0.105059,0.120905,0.051897,0.119649,0.023802,0.049166,0.102133,0.150876,0.119961,0.07414,0.014026,0.07414,0.119961,0.150876,0.102133,0.049166,0.023802,0.119649,0.051897,0.120905,0.105059,0.12582,0.090854,0.070403,0.240217,0.132633,0.140668,0.130092,0.149322,0.24661,0.195536,0.408602,0.405569,0.674269,0.428424,0.185576,0.132678,0.314346,0.377913,0.469551,0.765948,0.583402,0.182213,standing
4.369377,0.683702,0.857929,0.403418,0.419403,0.341279,0.675663,0.409038,0.266021,0.232396,0.251986,0.500914,0.301253,0.359198,0.165908,0.187076,0.164312,0.091697,0.1372,0.299927,0.153145,0.078223,0.061587,0.16464,0.148158,0.020818,0.091833,0.188661,0.095675,0.081856,0.080699,0.055916,0.005313,0.055916,0.080699,0.081856,0.095675,0.188661,0.091833,0.020818,0.148158,0.16464,0.061587,0.078223,0.153145,0.299927,0.1372,0.091697,0.164312,0.187076,0.165908,0.359198,0.301253,0.500914,0.251986,0.232396,0.266021,0.409038,0.675663,0.341279,0.419403,0.403418,0.857929,0.683702,0.205188,standing
8.507969,1.064883,0.348368,0.7783,0.355575,0.550067,0.960059,0.314311,0.985931,0.775267,0.352753,0.270613,0.213162,0.141721,0.222719,0.268218,0.067133,0.091389,0.178557,0.169122,0.132164,0.156965,0.078573,0.184593,0.107377,0.089101,0.102374,0.129407,0.065399,0.135456,0.069215,0.197184,0.130183,0.197184,0.069215,0.135456,0.065399,0.129407,0.102374,0.089101,0.107377,0.184593,0.078573,0.156965,0.132164,0.169122,0.178557,0.091389,0.067133,0.268218,0.222719,0.141721,0.213162,0.270613,0.352753,0.775267,0.985931,0.314311,0.960059,0.550067,0.355575,0.7783,0.348368,1.064883,0.286592,standing
7.411193,0.566469,0.513478,0.135946,0.96902,1.175086,0.591465,0.559264,0.343252,0.229604,0.253445,0.078812,0.201823,0.141848,0.186192,0.165911,0.148206,0.159461,0.098543,0.124616,0.230644,0.045758,0.101454,0.090858,0.173699,0.020247,0.130856,0.063154,0.024571,0.037631,0.125098,0.028467,0.163916,0.028467,0.125098,0.037631,0.024571,0.063154,0.130856,0.020247,0.173699,0.090858,0.101454,0.045758,0.230644,0.124616,0.098543,0.159461,0.148206,0.165911,0.186192,0.141848,0.201823,0.078812,0.253445,0.229604,0.343252,0.559264,0.591465,1.175086,0.96902,0.135946,0.513478,0.566469,0.195582,standing
49.057382,25.811736,10.410721,8.988001,6.195156,2.975754,4.790889,5.340686,5.056404,2.78682,1.319968,2.290026,0.612082,1.230239,1.339392,0.992821,0.645616,1.62593,1.60493,0.278609,1.407185,0.714914,1.062559,0.841224,1.141173,0.478643,0.800669,0.853604,0.727466,0.72635,0.420397,0.798489,0.67048,0.798489,0.420397,0.72635,0.727466,0.853604,0.800669,0.478643,1.141173,0.841224,1.062559,0.714914,1.407185,0.278609,1.60493,1.62593,0.645616,0.992821,1.339392,1.230239,0.612082,2.290026,1.319968,2.78682,5.056404,5.340686,4.790889,2.975754,6.195156,8.988001,10.410721,25.811736,2.835589,standing
60.158316,22.317451,15.703051,12.196533,3.206251,3.026868,4.024758,2.935178,3.229448,2.822915,2.474791,0.588241,2.745045,1.033636,1.788742,0.695769,1.414269,0.698277,1.132349,0.288066,0.85891,1.004625,0.54864,1.331097,0.512366,1.251764,0.494006,0.86985,0.696477,0.688674,0.798201,0.369429,0.053718,0.369429,0.798201,0.688674,0.696477,0.86985,0.494006,1.251764,0.512366,1.331097,0.54864,1.004625,0.85891,0.288066,1.132349,0.698277,1.414269,0.695769,1.788742,1.033636,2.745045,0.588241,2.474791,2.822915,3.229448,2.935178,4.024758,3.026868,3.206251,12.196533,15.703051,22.317451,2.457209,standing
19.035675,7.366885,5.114315,4.461653,2.362075,2.031513,0.729514,0.558901,0.752977,1.121203,0.42819,0.707897,0.452146,0.321375,0.189161,0.274824,0.164223,0.1214,0.145489,0.116404,0.158089,0.06404,0.093439,0.098976,0.134954,0.037783,0.123442,0.052944,0.090696,0.154861,0.117229,0.077972,0.004014,0.077972,0.117229,0.154861,0.090696,0.052944,0.123442,0.037783,0.134954,0.098976,0.093439,0.06404,0.158089,0.116404,0.145489,0.1214,0.164223,0.274824,0.189161,0.321375,0.452146,0.707897,0.42819,1.121203,0.752977,0.558901,0.729514,2.031513,2.362075,4.461653,5.114315,7.366885,0.816175,standing
102.901943,19.131509,19.352062,9.903803,8.8665,18.68767,5.259062,9.19107,2.147813,3.030868,1.247243,1.715496,2.172061,0.520943,1.513127,0.69567,0.142767,0.397333,0.391752,0.501746,0.238859,0.476421,0.396868,0.215612,0.07602,0.526196,0.590366,0.303475,0.197356,0.223396,0.141256,0.12735,0.579251,0.12735,0.141256,0.223396,0.197356,0.303475,0.590366,0.526196,0.07602,0.215612,0.396868,0.476421,0.238859,0.501746,0.391752,0.397333,0.142767,0.69567,1.513127,0.520943,2.172061,1.715496,1.247243,3.030868,2.147813,9.19107,5.259062,18.68767,8.8665,9.903803,19.352062,19.131509,4.190304,standing
31.638639,11.208312,1.618937,6.738825,0.91179,2.074053,1.424696,1.415187,1.216595,1.448863,0.592256,1.063247,0.254015,0.209901,0.479386,0.628962,0.682276,0.25859,0.623577,0.567764,0.56863,0.47216,0.499302,0.378071,0.343987,0.530139,0.384692,0.341491,0.449502,0.489348,0.490622,0.435526,0.176086,0.435526,0.490622,0.489348,0.449502,0.341491,0.384692,0.530139,0.343987,0.378071,0.499302,0.47216,0.56863,0.567764,0.623577,0.25859,0.682276,0.628962,0.479386,0.209901,0.254015,1.063247,0.592256,1.448863,1.216595,1.415187,1.424696,2.074053,0.91179,6.738825,1.618937,11.208312,0.978324,standing
9.750816,2.794537,0.869538,1.108864,1.327571,0.661913,0.906783,0.214158,0.506805,0.056272,0.559205,0.411318,0.274468,0.186968,0.044361,0.19507,0.145324,0.14306,0.233443,0.154563,0.154598,0.191806,0.153251,0.142125,0.106002,0.205767,0.044698,0.088242,0.043596,0.045686,0.071786,0.054407,0.047089,0.054407,0.071786,0.045686,0.043596,0.088242,0.044698,0.205767,0.106002,0.142125,0.153251,0.191806,0.154598,0.154563,0.233443,0.14306,0.145324,0.19507,0.044361,0.186968,0.274468,0.411318,0.559205,0.056272,0.506805,0.214158,0.906783,0.661913,1.327571,1.108864,0.869538,2.794537,0.329201,standing
8.92201,2.6681,0.793252,1.238995,0.84678,0.680884,0.645131,0.207536,0.517114,0.447529,0.465571,0.328037,0.216888,0.153331,0.258745,0.172872,0.160386,0.20698,0.14129,0.113731,0.185594,0.211973,0.028698,0.146496,0.069802,0.078638,0.124169,0.143942,0.098591,0.027749,0.075405,0.01941,0.093203,0.01941,0.075405,0.027749,0.098591,0.143942,0.124169,0.078638,0.069802,0.146496,0.028698,0.211973,0.185594,0.113731,0.14129,0.20698,0.160386,0.172872,0.258745,0.153331,0.216888,0.328037,0.465571,0.447529,0.517114,0.207536,0.645131,0.680884,0.84678,1.238995,0.793252,2.6681,0.310041,standing
7.239202,0.944989,0.832987,0.268381,0.56588,0.399308,0.747074,0.665652,0.189539,0.355286,0.172581,0.546252,0.300251,0.682242,0.654397,0.330256,0.364488,0.467933,0.054519,0.38918,0.333042,0.243908,0.132858,0.132088,0.156365,0.117884,0.090919,0.179123,0.088142,0.064323,0.1779,0.099527,0.083237,0.099527,0.1779,0.064323,0.088142,0.179123,0.090919,0.117884,0.156365,0.132088,0.132858,0.243908,0.333042,0.38918,0.054519,0.467933,0.364488,0.330256,0.654397,0.682242,0.300251,0.546252,0.172581,0.355286,0.189539,0.665652,0.747074,0.399308,0.56588,0.268381,0.832987,0.944989,0.27813,standing
5.041167,0.229528,0.287001,1.010625,0.15165,0.165941,0.44958,0.398411,0.30485,0.646069,0.293213,0.334074,0.230546,0.20313,0.356227,0.26561,0.171929,0.081745,0.113914,0.086437,0.061609,0.067233,0.107331,0.087043,0.083815,0.121112,0.057594,0.10892,0.025664,0.022362,0.116137,0.090489,0.084902,0.090489,0.116137,0.022362,0.025664,0.10892,0.057594,0.121112,0.083815,0.087043,0.107331,0.067233,0.061609,0.086437,0.113914,0.081745,0.171929,0.26561,0.356227,0.20313,0.230546,0.334074,0.293213,0.646069,0.30485,0.398411,0.44958,0.165941,0.15165,1.010625,0.287001,0.229528,0.152362,standing
5.63131,0.852347,0.51124,0.551619,0.550056,0.726734,0.840154,0.33704,0.816115,0.46459,0.3856,0.186645,0.155984,0.086915,0.282601,0.119785,0.217287,0.11572,0.100398,0.035412,0.052169,0.112677,0.05806,0.080359,0.051956,0.136132,0.097395,0.07214,0.0549,0.056022,0.091221,0.077982,0.190995,0.077982,0.091221,0.056022,0.0549,0.07214,0.097395,0.136132,0.051956,0.080359,0.05806,0.112677,0.052169,0.035412,0.100398,0.11572,0.217287,0.119785,0.282601,0.086915,0.155984,0.186645,0.3856,0.46459,0.816115,0.33704,0.840154,0.726734,0.550056,0.551619,0.51124,0.852347,0.202779,standing
6.427957,0.871634,1.331755,0.334069,0.736261,0.690146,0.377549,0.44419,0.494413,0.821046,0.434125,0.256653,0.419412,0.374936,0.314446,0.294687,0.095734,0.280484,0.192527,0.056314,0.112956,0.16603,0.230097,0.079723,0.07653,0.127319,0.080584,0.05047,0.044651,0.056303,0.084062,0.115788,0.108631,0.115788,0.084062,0.056303,0.044651,0.05047,0.080584,0.127319,0.07653,0.079723,0.230097,0.16603,0.112956,0.056314,0.192527,0.280484,0.095734,0.294687,0.314446,0.374936,0.419412,0.256653,0.434125,0.821046,0.494413,0.44419,0.377549,0.690146,0.736261,0.334069,1.331755,0.871634,0.25107,standing
5.180502,0.947733,1.067956,0.471906,0.314966,0.173151,0.650394,0.379583,0.464131,0.290674,0.196086,0.51627,0.132621,0.262847,0.183266,0.047693,0.135754,0.377298,0.238107,0.172582,0.096617,0.13982,0.066224,0.034554,0.119729,0.05927,0.047909,0.110077,0.124105,0.021553,0.16304,0.092028,0.093348,0.092028,0.16304,0.021553,0.124105,0.110077,0.047909,0.05927,0.119729,0.034554,0.066224,0.13982,0.096617,0.172582,0.238107,0.377298,0.135754,0.047693,0.183266,0.262847,0.132621,0.51627,0.196086,0.290674,0.464131,0.379583,0.650394,0.173151,0.314966,0.471906,1.067956,0.947733,0.218251,standing
7.142928,0.961949,0.832864,0.680444,0.461534,0.22876,0.274168,0.682804,0.667683,0.398403,0.556401,0.177977,0.170855,0.322636,0.189659,0.079554,0.216761,0.148284,0.116645,0.044509,0.045651,0.191942,0.100381,0.095417,0.093261,0.048651,0.071917,0.075772,0.004249,0.099171,0.043405,0.06611,0.113019,0.06611,0.043405,0.099171,0.004249,0.075772,0.071917,0.048651,0.093261,0.095417,0.100381,0.191942,0.045651,0.044509,0.116645,0.148284,0.216761,0.079554,0.189659,0.322636,0.170855,0.177977,0.556401,0.398403,0.667683,0.682804,0.274168,0.22876,0.461534,0.680444,0.832864,0.961949,0.224694,standing
7.442639,0.709086,0.493064,0.669923,0.688813,0.394887,0.32432,0.38619,0.528047,0.515104,0.543739,0.50779,0.463124,0.288827,0.145113,0.197446,0.179562,0.047513,0.107719,0.141782,0.179027,0.135422,0.160372,0.158651,0.072765,0.075335,0.124768,0.144833,0.056338,0.179148,0.033634,0.118738,0.086676,0.118738,0.033634,0.179148,0.056338,0.144833,0.124768,0.075335,0.072765,0.158651,0.160372,0.135422,0.179027,0.141782,0.107719,0.047513,0.179562,0.197446,0.145113,0.288827,0.463124,0.50779,0.543739,0.515104,0.528047,0.38619,0.32432,0.394887,0.688813,0.669923,0.493064,0.709086,0.206643,standing
6.72505,1.366094,0.41987,0.119998,1.16118,0.904842,0.538763,0.418348,0.191148,0.256084,0.251895,0.585672,0.294015,0.289839,0.217784,0.14053,0.256373,0.210896,0.142124,0.102101,0.058572,0.199022,0.267619,0.077632,0.05593,0.054234,0.082969,0.131093,0.068167,0.046883,0.176096,0.039627,0.097321,0.039627,0.176096,0.046883,0.068167,0.131093,0.082969,0.054234,0.05593,0.077632,0.267619,0.199022,0.058572,0.102101,0.142124,0.210896,0.256373,0.14053,0.217784,0.289839,0.294015,0.585672,0.251895,0.256084,0.191148,0.418348,0.538763,0.904842,1.16118,0.119998,0.41987,1.366094,0.222705,standing
6.524767,1.145516,0.277373,0.44822,0.731019,1.205229,0.632449,0.786979,0.446093,0.565302,0.373217,0.290402,0.217567,0.244264,0.312134,0.363631,0.013877,0.153868,0.15477,0.04341,0.045438,0.021748,0.105508,0.174089,0.138352,0.117865,0.049966,0.093799,0.164713,0.084869,0.081718,0.090736,0.059096,0.090736,0.081718,0.084869,0.164713,0.093799,0.049966,0.117865,0.138352,0.174089,0.105508,0.021748,0.045438,0.04341,0.15477,0.153868,0.013877,0.363631,0.312134,0.244264,0.217567,0.290402,0.373217,0.565302,0.446093,0.786979,0.632449,1.205229,0.731019,0.44822,0.277373,1.145516,0.249123,standing
8.153312,1.837953,1.010882,1.086276,1.24775,0.145269,0.209187,0.481656,0.165275,0.872342,0.525969,0.335496,0.385295,0.142351,0.325283,0.167507,0.268003,0.129686,0.242628,0.065833,0.263915,0.190349,0.069789,0.087275,0.170303,0.10711,0.03697,0.029244,0.033131,0.067565,0.094908,0.033569,0.030135,0.033569,0.094908,0.067565,0.033131,0.029244,0.03697,0.10711,0.170303,0.087275,0.069789,0.190349,0.263915,0.065833,0.242628,0.129686,0.268003,0.167507,0.325283,0.142351,0.385295,0.335496,0.525969,0.872342,0.165275,0.481656,0.209187,0.145269,1.24775,1.086276,1.010882,1.837953,0.310951,standing
5.561211,0.841945,0.745719,0.636397,0.330666,0.123898,0.153397,0.373013,0.422305,0.405193,0.157647,0.082396,0.167473,0.207395,0.279749,0.148161,0.163016,0.215835,0.049876,0.018469,0.160775,0.179339,0.128951,0.153075,0.116878,0.100542,0.071581,0.006434,0.024225,0.175004,0.087633,0.063393,0.035931,0.063393,0.087633,0.175004,0.024225,0.006434,0.071581,0.100542,0.116878,0.153075,0.128951,0.179339,0.160775,0.018469,0.049876,0.215835,0.163016,0.148161,0.279749,0.207395,0.167473,0.082396,0.157647,0.405193,0.422305,0.373013,0.153397,0.123898,0.330666,0.636397,0.745719,0.841945,0.166164,standing
5.49944,0.763809,0.61037,0.383118,0.655549,0.073824,0.033796,0.027161,0.89226,0.343591,0.216197,0.127955,0.157874,0.312602,0.333507,0.38641,0.13924,0.096112,0.256253,0.111781,0.047596,0.022567,0.082918,0.133131,0.087875,0.053764,0.137781,0.149438,0.050907,0.068818,0.121072,0.11314,0.140365,0.11314,0.121072,0.068818,0.050907,0.149438,0.137781,0.053764,0.087875,0.133131,0.082918,0.022567,0.047596,0.111781,0.256253,0.096112,0.13924,0.38641,0.333507,0.312602,0.157874,0.127955,0.216197,0.343591,0.89226,0.027161,0.033796,0.073824,0.655549,0.383118,0.61037,0.763809,0.224104,standing
6.724373,0.596625,0.714896,0.806564,0.325662,0.15306,0.555617,0.221045,0.685381,0.714013,0.161937,0.379471,0.759891,0.196691,0.23417,0.359144,0.144282,0.251502,0.235746,0.240884,0.137893,0.095294,0.199266,0.05054,0.066535,0.092044,0.08153,0.028297,0.05674,0.160649,0.05858,0.163991,0.125942,0.163991,0.05858,0.160649,0.05674,0.028297,0.08153,0.092044,0.066535,0.05054,0.199266,0.095294,0.137893,0.240884,0.235746,0.251502,0.144282,0.359144,0.23417,0.196691,0.759891,0.379471,0.161937,0.714013,0.685381,0.221045,0.555617,0.15306,0.325662,0.806564,0.714896,0.596625,0.217845,standing
6.271153,0.735142,0.315073,0.704534,0.44147,0.922846,0.540632,0.494011,0.34596,0.310416,0.441585,0.257099,0.211652,0.29414,0.025176,0.33417,0.06267,0.126858,0.106328,0.055415,0.074225,0.204159,0.055412,0.17863,0.083986,0.100697,0.127885,0.032613,0.04489,0.059206,0.144019,0.091245,0.117373,0.091245,0.144019,0.059206,0.04489,0.032613,0.127885,0.100697,0.083986,0.17863,0.055412,0.204159,0.074225,0.055415,0.106328,0.126858,0.06267,0.33417,0.025176,0.29414,0.211652,0.257099,0.441585,0.310416,0.34596,0.494011,0.540632,0.922846,0.44147,0.704534,0.315073,0.735142,0.181802,standing
7.578467,1.508518,0.730585,1.189722,1.402736,0.841903,0.736832,0.317049,0.412742,0.296273,0.332564,0.386389,0.20495,0.259594,0.118035,0.042071,0.166436,0.174337,0.106286,0.061287,0.098869,0.10243,0.182182,0.009773,0.056294,0.076603,0.064603,0.089904,0.044881,0.059536,0.063678,0.058893,0.149878,0.058893,0.063678,0.059536,0.044881,0.089904,0.064603,0.076603,0.056294,0.009773,0.182182,0.10243,0.098869,0.061287,0.106286,0.174337,0.166436,0.042071,0.118035,0.259594,0.20495,0.386389,0.332564,0.296273,0.412742,0.317049,0.736832,0.841903,1.402736,1.189722,0.730585,1.508518,0.310805,standing
5.147235,0.717808,0.431502,0.595137,1.007062,0.473744,0.080593,0.38912,0.401044,0.363136,0.371816,0.166794,0.255488,0.23523,0.295972,0.136151,0.121218,0.11308,0.040578,0.067848,0.132081,0.023622,0.040554,0.086228,0.129314,0.078643,0.165044,0.164054,0.117478,0.02183,0.148441,0.133913,0.013078,0.133913,0.148441,0.02183,0.117478,0.164054,0.165044,0.078643,0.129314,0.086228,0.040554,0.023622,0.132081,0.067848,0.040578,0.11308,0.121218,0.136151,0.295972,0.23523,0.255488,0.166794,0.371816,0.363136,0.401044,0.38912,0.080593,0.473744,1.007062,0.595137,0.431502,0.717808,0.189874,standing
7.402773,0.422864,0.371658,0.858208,1.096038,0.48975,0.979069,0.69787,0.42756,0.210525,0.441164,0.163861,0.546022,0.219842,0.294408,0.252211,0.306726,0.285698,0.105864,0.056894,0.200451,0.167994,0.138723,0.056245,0.203636,0.078433,0.080956,0.137957,0.191574,0.148136,0.138061,0.085004,0.003069,0.085004,0.138061,0.148136,0.191574,0.137957,0.080956,0.078433,0.203636,0.056245,0.138723,0.167994,0.200451,0.056894,0.105864,0.285698,0.306726,0.252211,0.294408,0.219842,0.546022,0.163861,0.441164,0.210525,0.42756,0.69787,0.979069,0.48975,1.096038,0.858208,0.371658,0.422864,0.224537,standing
5.687916,0.649421,0.612832,0.44055,0.317841,0.089842,0.513903,0.73532,0.548391,0.437457,0.303418,0.302303,0.376277,0.417557,0.144431,0.158608,0.076046,0.201193,0.248935,0.238229,0.080987,0.09371,0.164417,0.026449,0.150325,0.0387,0.07917,0.171263,0.090387,0.152544,0.077352,0.095983,0.083574,0.095983,0.077352,0.152544,0.090387,0.171263,0.07917,0.0387,0.150325,0.026449,0.164417,0.09371,0.080987,0.238229,0.248935,0.201193,0.076046,0.158608,0.144431,0.417557,0.376277,0.302303,0.303418,0.437457,0.548391,0.73532,0.513903,0.089842,0.317841,0.44055,0.612832,0.649421,0.203192,standing
6.904232,1.115762,0.154956,0.452888,0.404263,0.383485,0.23912,0.645957,0.900868,0.678185,0.516665,0.532315,0.324108,0.484732,0.341747,0.05295,0.06221,0.199829,0.108355,0.09411,0.134427,0.17893,0.182289,0.155281,0.045012,0.038406,0.048326,0.123424,0.093333,0.073758,0.032455,0.09683,0.061659,0.09683,0.032455,0.073758,0.093333,0.123424,0.048326,0.038406,0.045012,0.155281,0.182289,0.17893,0.134427,0.09411,0.108355,0.199829,0.06221,0.05295,0.341747,0.484732,0.324108,0.532315,0.516665,0.678185,0.900868,0.645957,0.23912,0.383485,0.404263,0.452888,0.154956,1.115762,0.251868,standing
4.840767,0.177846,0.647796,0.897054,0.841065,0.536657,0.348473,0.142109,0.171356,0.121387,0.17819,0.165476,0.114092,0.09747,0.081906,0.121363,0.088344,0.062232,0.073849,0.245579,0.184454,0.175063,0.11011,0.277974,0.039139,0.024946,0.088626,0.098272,0.119748,0.04986,0.09762,0.098564,0.038833,0.098564,0.09762,0.04986,0.119748,0.098272,0.088626,0.024946,0.039139,0.277974,0.11011,0.175063,0.184454,0.245579,0.073849,0.062232,0.088344,0.121363,0.081906,0.09747,0.114092,0.165476,0.17819,0.121387,0.171356,0.142109,0.348473,0.536657,0.841065,0.897054,0.647796,0.177846,0.170439,standing
5.592886,0.692667,0.267942,0.139216,0.705822,0.474782,0.905447,0.512362,0.260987,0.301644,0.570483,0.068069,0.295169,0.327216,0.163935,0.164136,0.073489,0.135026,0.126132,0.017826,0.141795,0.151082,0.125055,0.225046,0.01798,0.032681,0.108015,0.056656,0.054229,0.067072,0.057346,0.119326,0.071118,0.119326,0.057346,0.067072,0.054229,0.056656,0.108015,0.032681,0.01798,0.225046,0.125055,0.151082,0.141795,0.017826,0.126132,0.135026,0.073489,0.164136,0.163935,0.327216,0.295169,0.068069,0.570483,0.301644,0.260987,0.512362,0.905447,0.474782,0.705822,0.139216,0.267942,0.692667,0.193048,standing
6.47386,0.979095,0.684441,0.656829,0.905021,0.450154,0.32388,0.56332,0.499659,0.363541,0.46923,0.361728,0.176057,0.293758,0.041283,0.115341,0.202041,0.232276,0.347827,0.084388,0.119271,0.204919,0.078918,0.169659,0.07421,0.16679,0.115917,0.091596,0.078615,0.082023,0.100527,0.030846,0.022684,0.030846,0.100527,0.082023,0.078615,0.091596,0.115917,0.16679,0.07421,0.169659,0.078918,0.204919,0.119271,0.084388,0.347827,0.232276,0.202041,0.115341,0.041283,0.293758,0.176057,0.361728,0.46923,0.363541,0.499659,0.56332,0.32388,0.450154,0.905021,0.656829,0.684441,0.979095,0.250379,standing
4.457037,0.139895,0.480327,0.378953,0.35058,0.26797,0.259174,0.137897,0.282518,0.1389,0.075835,0.290825,0.508531,0.248818,0.045004,0.146188,0.264561,0.099291,0.193922,0.148534,0.056978,0.081752,0.093884,0.099151,0.092198,0.11842,0.150384,0.119767,0.072772,0.051634,0.118026,0.102725,0.014376,0.102725,0.118026,0.051634,0.072772,0.119767,0.150384,0.11842,0.092198,0.099151,0.093884,0.081752,0.056978,0.148534,0.193922,0.099291,0.264561,0.146188,0.045004,0.248818,0.508531,0.290825,0.075835,0.1389,0.282518,0.137897,0.259174,0.26797,0.35058,0.378953,0.480327,0.139895,0.144109,standing
7.585115,1.177643,0.836996,1.458543,1.450259,0.921983,0.453173,0.424972,0.253889,0.167253,0.276292,0.183143,0.670683,0.081647,0.129156,0.186724,0.219426,0.153385,0.050875,0.182858,0.142723,0.062369,0.132085,0.07091,0.103971,0.098623,0.051275,0.059901,0.105854,0.057192,0.155889,0.105833,0.056638,0.105833,0.155889,0.057192,0.105854,0.059901,0.051275,0.098623,0.103971,0.07091,0.132085,0.062369,0.142723,0.182858,0.050875,0.153385,0.219426,0.186724,0.129156,0.081647,0.670683,0.183143,0.276292,0.167253,0.253889,0.424972,0.453173,0.921983,1.450259,1.458543,0.836996,1.177643,0.278979,standing
5.435047,0.289435,0.382564,0.580229,0.473254,0.635579,0.607209,0.813519,0.146831,0.204942,0.443215,0.253628,0.145994,0.080971,0.165631,0.03434,0.052932,0.082511,0.074696,0.109089,0.07451,0.127634,0.168604,0.08103,0.047793,0.059025,0.074519,0.113834,0.049139,0.035615,0.097733,0.089389,0.080573,0.089389,0.097733,0.035615,0.049139,0.113834,0.074519,0.059025,0.047793,0.08103,0.168604,0.127634,0.07451,0.109089,0.074696,0.082511,0.052932,0.03434,0.165631,0.080971,0.145994,0.253628,0.443215,0.204942,0.146831,0.813519,0.607209,0.635579,0.473254,0.580229,0.382564,0.289435,0.167519,standing
5.938987,0.702603,0.32456,0.708253,0.783872,0.072308,0.188377,0.395997,0.403264,0.178095,0.339312,0.536221,0.089301,0.588669,0.256603,0.067222,0.158648,0.032855,0.035203,0.067036,0.135689,0.028028,0.057231,0.078591,0.142619,0.017458,0.142775,0.193976,0.068695,0.143958,0.077777,0.013902,0.021766,0.013902,0.077777,0.143958,0.068695,0.193976,0.142775,0.017458,0.142619,0.078591,0.057231,0.028028,0.135689,0.067036,0.035203,0.032855,0.158648,0.067222,0.256603,0.588669,0.089301,0.536221,0.339312,0.178095,0.403264,0.395997,0.188377,0.072308,0.783872,0.708253,0.32456,0.702603,0.170065,standing
5.803888,0.863712,0.397448,0.69377,0.596355,0.471157,0.060308,0.376115,0.643811,0.143011,0.125794,0.469045,0.240045,0.167833,0.093717,0.046945,0.189422,0.071968,0.089631,0.09966,0.134693,0.162039,0.118961,0.063164,0.104357,0.089798,0.061238,0.031488,0.011919,0.037219,0.020972,0.090773,0.126077,0.090773,0.020972,0.037219,0.011919,0.031488,0.061238,0.089798,0.104357,0.063164,0.118961,0.162039,0.134693,0.09966,0.089631,0.071968,0.189422,0.046945,0.093717,0.167833,0.240045,0.469045,0.125794,0.143011,0.643811,0.376115,0.060308,0.471157,0.596355,0.69377,0.397448,0.863712,0.167408,standing
6.281693,0.252629,0.374856,1.009911,0.170944,0.435175,0.757154,0.784317,0.098407,0.209886,0.192614,0.336814,0.25221,0.126728,0.034848,0.226461,0.198367,0.131029,0.080202,0.137921,0.1115,0.027074,0.232837,0.084139,0.061907,0.116551,0.065667,0.070612,0.073325,0.055348,0.078319,0.043285,0.004302,0.043285,0.078319,0.055348,0.073325,0.070612,0.065667,0.116551,0.061907,0.084139,0.232837,0.027074,0.1115,0.137921,0.080202,0.131029,0.198367,0.226461,0.034848,0.126728,0.25221,0.336814,0.192614,0.209886,0.098407,0.784317,0.757154,0.435175,0.170944,1.009911,0.374856,0.252629,0.193397,standing
